Period,Position,Seniority,Global_exp,Local_exp,Salary,GDP
2022.12,"Analyst (Business, Data, System)",Middle,4 роки,,2900,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,2 роки,,2000,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,4 роки,,1250,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,3 роки,,3000,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,3 роки,,2000,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Junior,Пів року,,600,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Junior,1 рік,,1300,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,4 роки,,2070,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,4 роки,,2200,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,4 роки,,3000,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Junior,"1,5 року",,2200,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,4 роки,,2400,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,3 роки,,680,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,5 років,,4000,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Junior,Пів року,,450,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,2 роки,,3000,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Junior,Менше як 3 місяці,,400,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,2 роки,,3250,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Junior,3 місяці,,900,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,2 роки,,1870,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,2 роки,,900,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Lead,10 років,,4800,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Lead,8 років,,6500,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Lead,10 років,,3800,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,2 роки,,800,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Junior,1 рік,,400,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Senior,6 років,,1600,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,4 роки,,3050,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,3 роки,,1200,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Senior,6 років,,3500,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,2 роки,,1500,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,2 роки,,2700,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Junior,1 рік,,900,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,4 роки,,3000,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,5 років,,1400,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,3 роки,,1200,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Junior,1 рік,,1100,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,5 років,,2800,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,2 роки,,2111,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,2 роки,,1400,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Junior,"1,5 року",,700,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,5 років,,4500,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Junior,"1,5 року",,2500,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Junior,3 місяці,,460,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Lead,10 років,,5000,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Junior,1 рік,,950,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Junior,1 рік,,1500,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,2 роки,,1500,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Senior,6 років,,1800,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,2 роки,,1200,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Junior,1 рік,,1900,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,2 роки,,1400,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,2 роки,,3100,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,3 роки,,2800,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Lead,15 і більше років,,2200,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,2 роки,,2430,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Senior,6 років,,4500,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,4 роки,,3500,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Lead,8 років,,4800,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,4 роки,,850,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Senior,6 років,,4000,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Junior,"1,5 року",,2330,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Lead,13 років,,4000,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,3 роки,,3000,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Junior,1 рік,,2000,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,5 років,,500,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Senior,6 років,,800,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,2 роки,,1800,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,4 роки,,600,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,4 роки,,2000,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,4 роки,,2700,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Senior,7 років,,2000,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,5 років,,2600,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,3 роки,,3420,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,4 роки,,2000,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Lead,15 і більше років,,2000,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Junior,"1,5 року",,1130,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Junior,1 рік,,500,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,5 років,,2400,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,2 роки,,2100,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Junior,1 рік,,1000,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,4 роки,,1250,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,5 років,,5000,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,4 роки,,4700,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,5 років,,5000,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Junior,Пів року,,700,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Junior,"1,5 року",,1500,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,2 роки,,750,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Junior,Пів року,,1200,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Junior,Пів року,,900,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,5 років,,2300,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Junior,Пів року,,650,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,3 роки,,2600,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,3 роки,,1500,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,2 роки,,1360,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,3 роки,,1150,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,2 роки,,1900,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,3 роки,,1155,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,3 роки,,2500,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Lead,9 років,,4000,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Junior,3 місяці,,700,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Senior,7 років,,3500,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Junior,1 рік,,1300,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,5 років,,5000,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Lead,12 років,,2000,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,2 роки,,750,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Senior,6 років,,5185,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,5 років,,3000,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Junior,1 рік,,800,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Junior,"1,5 року",,1400,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Lead,15 і більше років,,2000,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,5 років,,2600,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Senior,7 років,,2560,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,5 років,,2800,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,3 роки,,3000,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Senior,7 років,,4900,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Lead,12 років,,3700,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Junior,Пів року,,1000,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,4 роки,,2200,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,5 років,,3500,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,3 роки,,2500,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Senior,7 років,,2550,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Junior,1 рік,,1200,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Junior,Пів року,,1300,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Lead,15 і більше років,,2500,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Middle,3 роки,,2200,4199.6708984375
2022.12,"Analyst (Business, Data, System)",Senior,6 років,,6040,4199.6708984375
